timestamp,hash,196 Albany,4101 White Plains Road,57 Cleveland Place,Bathgate Contract Postal Station,Bay Ridge 5th Avenue,Beach 39th,Bellevue Hospital,Belvis DTC,Bensonhurst 14th Avenue,Brooklyn Army Terminal,Canarsie Municipal Lot,Ida G. Israel CHC,Co-op City Retail Space,Coney Island Hospital,Jonathan Williams Houses,Vanderbilt,Woodside Houses,Cumberland DTC,Edward Grant,Elmhurst Hospital,East New York DTC,Fort Hamilton,Gouverneur Healthcare,Greenbelt Recreation Center,Harlem Hospital Center,Highbridge Pool,Jacobi Medical Center,JFK Airport,Kew Gardens,Kings County Hospital,LaGuardia Airport,Lefferts,Lincoln Medical Center,Mariners Harbor Library,Metropolitan Hospital,Midwood,Morrisania DTC,Mt. Loretto Sportsplex,North Central Bronx Hospital,Northern Boulevard,Old Broadway,Queens Hospital Center,Rain Boston Road Senior Center,Red Hook Recreation Center,Sorreno Recreation Center,St. Albans,St. George Ferry Terminal,St. James Recreation Center,Starret City,Dyckman Clinica de Las Americas,St. Nicholas CHC,Sydenham Health Center,Tremont CHC,Windsor Park Library,Woodhull Medical Center
2021-02-02T20:10:41.861Z,fa87d957469a00471aabbd8a89abd073,NR,NR,NR,,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30
2021-02-02T21:12:37.058Z,18c43f6c0418b7f5195a152c6b50402a,NR,NR,NR,,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30
2021-02-03T13:08:05.515Z,6b8f9954616edfd2d0647753e762761a,NR,NR,NR,,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-03T13:34:48.162Z,d566ef60e53890172e0266c3bee26796,NR,NR,NR,,NR,NR,90-120,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-03T13:50:17.342Z,431ae74ab50215a08704d64f47a5d956,NR,NR,NR,,0,NR,90-120,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,0,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-03T14:21:13.741Z,aa089056ef77adad4e2eca8c3a97c815,NR,NR,NR,,0,30-60,90-120,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,30-60,NR,0-30,NR,NR,NR,NR,0-30,NR,NR,NR,0,NR,0,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR
2021-02-03T14:39:46.963Z,5a8d8439768604ac89f85429c4c5cdff,NR,NR,NR,,0,30-60,90-120,NR,30-60,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,30-60,NR,0-30,NR,NR,0-30,NR,0-30,NR,NR,NR,0,NR,0,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,90-120,NR
2021-02-03T14:51:51.126Z,5947bd5c50f640d0c529a09b30a37135,NR,NR,NR,,0,30-60,90-120,NR,30-60,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,30-60,NR,0-30,NR,NR,0-30,60-90,0-30,NR,NR,NR,0,NR,0,NR,30-60,30-60,NR,NR,NR,NR,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,90-120,NR
2021-02-03T15:10:21.021Z,7f6f0403b1491ceb6aedf034e6388d6a,NR,NR,0,,0,30-60,60-90,>120,30-60,,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,30-60,NR,30-60,NR,0-30,NR,NR,0-30,60-90,0-30,NR,NR,NR,0,NR,0,NR,30-60,30-60,NR,0-30,NR,0,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,90-120,NR
2021-02-03T15:32:48.770Z,9448ce07e2780a1bc006598d24860f09,NR,30-60,0,,0,30-60,60-90,>120,30-60,,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,30-60,NR,30-60,NR,30-60,NR,NR,0-30,60-90,0-30,NR,NR,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,NR,0,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,90-120,NR
2021-02-03T15:52:51.580Z,ce052d4248b9d933c2995510df46a77c,NR,30-60,0,,0,30-60,60-90,>120,30-60,,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,30-60,30-60,30-60,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,NR,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,NR,0,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,90-120,NR
2021-02-03T16:17:54.138Z,f23f1dca75727135b1d4e53ede84c404,NR,30-60,0,,0,30-60,60-90,>120,30-60,,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,30-60,30-60,30-60,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,90-120,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,NR,0,NR,NR,NR,NR,0-30,0-30,NR,NR,NR,NR,90-120,NR
2021-02-03T17:09:16.237Z,6a98936daf6f69ac1161b2d5e23ab126,NR,30-60,0,,0,30-60,60-90,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,30-60,30-60,30-60,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,90-120,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,NR,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,90-120,NR
2021-02-03T17:48:13.715Z,024d07a8251d8496695bb39e66709a58,0,30-60,0,,30-60,0,60-90,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,30-60,30-60,30-60,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,90-120,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,90-120,30-60
2021-02-03T18:05:07.041Z,05d0064f4d86d049b61dd34c0f7c9467,0,30-60,0,,30-60,0,60-90,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,30-60,30-60,30-60,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,90-120,30-60
2021-02-03T18:36:00.536Z,874bbae762646011ede216ed1965add4,0,30-60,0,,30-60,0,60-90,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,30-60,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,NR,0-30,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,90-120,30-60
2021-02-03T19:01:48.636Z,27b41927f9c0dbd43e8e0393192b3fa6,0,30-60,0,,30-60,0,30-60,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,30-60,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,30-60,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,90-120,30-60
2021-02-03T19:26:18.846Z,b278853b8889b8e7efc0fdfce74d758c,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,0-30,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,30-60,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,90-120,30-60
2021-02-03T19:40:54.354Z,a3953dfc07bd789f8baf28a0142e88dd,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,0-30,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,60-90,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,90-120,30-60
2021-02-03T20:10:55.694Z,5fe3b95828b374ea1d78d355453d3988,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,0-30,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,60-90,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T20:36:23.324Z,46dcfb562f3449b858a758f7b1e62988,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,30-60,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T20:50:13.489Z,657979814ec3d38803c401448d166051,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,30-60,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T20:56:33.565Z,a14005e6a63edcac811f24996df08819,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,30-60,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T21:15:21.678Z,f32b0e77dd749d19a94f74287122338e,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,30-60,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0,60-90,0,NR,NR,NR,0-30,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T21:30:55.974Z,960812c16fb15ec0f6a84226a246f356,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T21:47:22.759Z,018a9714945440bfdce7df95bc8fe1ef,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T21:54:15.022Z,397a752eb2742097fd8ceafa147bb087,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,60-90,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T22:10:33.380Z,b9e9e7069f2d5a7104fbe50eb8bc4bf8,0,30-60,0,,0,0-30,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,30-60,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T22:37:10.362Z,32ca37ce949cd7e7f1b8e80630f084da,0,30-60,0,,0,0,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,30-60,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T22:50:33.174Z,697c2d915cf61d637fd5b77454406f58,0,30-60,0,,0,0,30-60,90-120,0-30,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,30-60,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-03T23:10:02.182Z,007b688db9c01da8dc3e67130c7b4af2,0,30-60,0,,0,0,30-60,90-120,30-60,,NR,NR,30-60,NR,30-60,NR,NR,NR,NR,NR,0,30-60,60-90,NR,30-60,90-120,NR,0-30,60-90,0-30,NR,30-60,60-90,0-30,NR,0-30,NR,30-60,30-60,0-30,0-30,60-90,0,NR,NR,NR,30-60,0-30,0-30,60-90,NR,NR,NR,60-90,30-60
2021-02-04T13:22:43.101Z,25affc11b222b65dccd2a7eb5ac25736,NR,NR,NR,,NR,NR,60-90,NR,30-60,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-04T13:34:30.069Z,ba5d4688fc2bfddf971570134da0d11c,NR,NR,NR,,0,NR,60-90,NR,30-60,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-04T13:52:15.008Z,e2a770e3b5930d53fb938e7ccd3a9c13,NR,NR,NR,,0,NR,60-90,NR,30-60,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-04T14:09:33.428Z,6208577050b7070661284383f6c38b0c,NR,NR,NR,,0,30-60,60-90,NR,30-60,,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,30-60,NR,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-04T14:27:31.466Z,64a35b9f4d186a1fb83281aba4528aa3,0,NR,NR,,0,30-60,60-90,NR,30-60,,0,NR,NR,NR,NR,NR,NR,NR,NR,30-60,0,NR,NR,NR,NR,30-60,NR,0-30,30-60,0-30,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,30-60,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR
2021-02-04T14:41:22.570Z,c3898765fca7e4307f5e7808090902b9,0,NR,NR,,0,30-60,60-90,NR,30-60,,0,NR,NR,NR,NR,NR,NR,NR,NR,30-60,0,0-30,NR,NR,NR,30-60,NR,0-30,30-60,0-30,NR,NR,0,0-30,NR,0,NR,0-30,NR,NR,0-30,30-60,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,60-90,NR
2021-02-04T14:53:49.315Z,3481bd064e66a6dcaa39fbdfb6b8f447,0,NR,NR,,0,30-60,60-90,NR,30-60,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0,0-30,NR,NR,NR,30-60,NR,0-30,30-60,0-30,NR,NR,0,0,NR,0,NR,0-30,NR,NR,0-30,30-60,0,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,60-90,NR
2021-02-04T15:09:15.215Z,0e94c4de914d55006db3f1ba0a343cb5,0,NR,NR,,0,30-60,0-30,NR,30-60,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0,0-30,NR,NR,NR,30-60,NR,0-30,30-60,0-30,NR,NR,0,0,NR,0,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,30-60,NR,NR,NR,NR,NR,NR,60-90,NR
2021-02-04T15:28:29.498Z,826e0eb40f0f62e611ae47d1a11e9828,30-60,NR,NR,,0,30-60,0-30,NR,0-30,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,30-60,NR,0-30,0-30,0-30,NR,NR,0,0,NR,0,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,0-30,NR,NR,30-60,NR,NR,NR,60-90,NR
2021-02-04T15:44:48.570Z,6f5d53b71a66bec5bef4ef29e02783d6,30-60,NR,0,,0,30-60,0-30,NR,0-30,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,30-60,NR,0-30,0-30,0-30,NR,0,0,0,NR,0,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,0-30,NR,NR,30-60,NR,NR,NR,60-90,NR
2021-02-04T15:54:09.776Z,fd14ce0a0ee58d70d7cbc83cadc722ff,30-60,NR,0,,0,30-60,0-30,NR,0-30,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,30-60,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,60-90,NR
2021-02-04T16:15:41.834Z,0140179234ba1b782e2e1d750f6a6477,30-60,NR,0,,0,0,0-30,NR,0-30,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,30-60,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,60-90,NR
2021-02-04T16:55:04.183Z,4e4ee9531e4bb866ccc8d3bf96a70199,30-60,NR,0,,0,0,0-30,NR,0-30,,0,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,30-60,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0-30,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T17:19:50.418Z,a60f62ba31d1878601ba8390e337f34e,0,NR,0,,0,0,0-30,30-60,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0-30,NR,0-30,NR,NR,0-30,30-60,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T17:39:42.576Z,be090ca2d089a3018bc9e8a7df31894b,0,NR,0,,0,0,0-30,30-60,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0,NR,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T17:51:27.047Z,14de4634d7b500e72436cfbbd59807a7,0,NR,0,,0,0,30-60,30-60,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,NR,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0,NR,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T18:10:45.532Z,f9b782c6c72b0d2ecbc180344aaf17c3,0,NR,0,,0,0,30-60,30-60,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0,NR,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T18:36:15.726Z,c550072feb24dc6123bd39c5e32badc6,0,NR,0,,0,0,30-60,30-60,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0,NR,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T18:51:59.886Z,b1dd9b4f6a012eb2fa107cf2e303c359,0,NR,0,,0,0,30-60,30-60,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0-30,NR,0,NR,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T19:07:30.246Z,23343af87eed5263eb5d6f2fa037320c,0,NR,0,,0,0,30-60,0-30,0-30,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,30-60,0-30,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T19:21:44.383Z,db1242df0c08310e575b73cdc6f8b991,0,NR,0,,0,0,0-30,0-30,0,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T19:34:07.761Z,7533e1ca66f5a52499f9ca445cc64f60,0,NR,0,,0,0,0-30,0-30,0,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0-30,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T19:45:14.662Z,55ccd0cbab11bdf86f7a3dd30634c1c6,0,NR,0,,0,0,0-30,0-30,0,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0,90-120,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T20:09:49.805Z,99dbe93a56d61daff4cdbb7265c11a47,0,NR,0,,0,0,0-30,0-30,0,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T20:29:03.155Z,dbb7b8661cc6044cb2e010011e64286b,0,NR,0,,0,0,0-30,0-30,0,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T20:42:23.500Z,070478467ecfe0e1e35799998a1c7490,0,NR,0,,0,0-30,0-30,0-30,0,,0-30,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,0,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T21:07:10.050Z,a2e6ef7dcc10414c617cb76e2da846d4,0,NR,0,,0,0-30,0-30,0-30,0,,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T21:22:45.985Z,59156f5910a8c2fe0f6b0526f8d347bd,0,NR,0-30,,0,0-30,0-30,0-30,0,,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0-30,0,0,NR,0-30,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T21:36:10.509Z,63bc0d267a8a36208ad654a44ae5801e,0,NR,0-30,,0,0-30,0-30,0-30,0,,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0-30,0,0,NR,30-60,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T21:53:38.036Z,1017f0a2106a3a7bf6f1ad1392a01ed4,0,NR,0-30,,0,0-30,0-30,0-30,0,,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0-30,0,0,NR,30-60,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
2021-02-04T22:10:29.603Z,d0e354545d4e1eacdc78e941f46a755c,0,NR,0-30,,0,0-30,0-30,0-30,0,,30-60,NR,NR,NR,0-30,NR,NR,NR,NR,30-60,0-30,30-60,30-60,NR,30-60,0-30,NR,0-30,0-30,0-30,NR,0-30,0,0-30,NR,30-60,30-60,0-30,NR,NR,0-30,60-90,0,0,NR,NR,60-90,60-90,NR,30-60,NR,NR,NR,0-30,0-30
